# covent_pc_2
# Captured 2020-07-31 17:23:15.924423 by unknown user
# Built at revision 4f5d3bd (dirty)
time(sec) pc_setpoint pressure volume net_flow
0.000 10.000 10.063 -15.617 -4.187
0.010 10.000 9.933 -15.628 2.022
0.020 10.000 10.068 -15.667 -9.787
0.030 10.000 9.979 -15.752 -7.384
0.040 10.000 9.967 -15.775 2.930
0.050 10.000 10.115 -15.727 6.625
0.060 10.000 10.117 -15.806 -22.464
0.070 10.000 9.891 -15.894 4.844
0.080 10.000 9.990 -15.886 -3.277
0.090 10.000 9.985 -15.943 -7.995
0.100 10.000 10.043 -16.038 -11.024
0.110 10.000 9.966 -16.026 13.493
0.120 10.000 10.014 -15.982 -4.811
0.130 10.000 10.015 -16.034 -5.483
0.140 10.000 9.969 -16.136 -15.083
0.150 10.000 10.045 -16.245 -6.721
0.160 10.000 10.104 -16.332 -10.497
0.170 10.000 9.975 -16.424 -7.978
0.180 10.000 10.042 -16.507 -8.651
0.190 10.000 9.924 -16.565 -2.959
0.200 10.000 10.100 -16.638 -11.605
0.210 10.000 10.072 -16.767 -14.193
0.220 10.000 9.912 -16.874 -7.189
0.230 10.000 9.996 -16.972 -12.353
0.240 10.000 9.920 -17.006 5.556
0.250 10.000 10.041 -16.966 2.378
0.260 10.000 9.948 -16.967 -2.527
0.270 10.000 9.985 -17.033 -10.796
0.280 10.000 9.931 -17.081 1.175
0.290 10.000 10.020 -17.123 -9.583
0.300 10.000 10.074 -17.252 -16.057
0.310 10.000 9.982 -17.351 -3.870
0.320 10.000 10.018 -17.401 -6.006
0.330 10.000 9.972 -17.475 -8.914
0.340 10.000 10.049 -17.621 -20.242
0.350 10.000 9.992 -17.735 -2.602
0.360 10.000 9.969 -17.730 3.543
0.370 10.000 10.011 -17.768 -10.984
0.380 10.000 9.973 -17.845 -4.578
0.390 10.000 10.004 -17.904 -7.129
0.400 10.000 9.962 -18.013 -14.642
0.410 10.000 10.048 -18.129 -8.664
0.420 10.000 10.176 -18.216 -8.680
0.430 10.000 9.991 -18.291 -6.390
0.440 10.000 9.931 -18.435 -22.386
0.450 10.000 10.027 -18.664 -23.283
0.460 10.000 9.956 -18.800 -3.911
0.470 10.000 9.973 -18.923 -20.721
0.480 10.000 10.062 -19.127 -20.063
0.490 10.000 9.974 -19.307 -15.927
0.500 10.000 9.973 -19.445 -11.726
0.510 10.000 10.058 -19.668 -32.894
0.520 10.000 10.026 -19.946 -22.788
0.530 10.000 9.983 -20.096 -7.193
0.540 10.000 9.989 -20.246 -22.706
0.550 10.000 9.998 -20.305 10.782
0.560 10.000 10.036 -20.282 -5.997
0.570 10.000 9.952 -20.485 -34.749
0.580 10.000 10.010 -20.772 -22.574
0.590 10.000 9.889 -20.853 6.441
0.600 10.000 9.880 -20.797 4.719
0.610 10.000 10.035 -20.811 -7.601
0.620 10.000 10.077 -20.899 -9.947
0.630 10.000 9.884 -20.907 8.354
0.640 10.000 9.963 -20.871 -1.246
0.650 10.000 9.907 -20.837 8.074
0.660 10.000 9.897 -20.736 12.079
0.670 10.000 9.958 -20.639 7.348
0.680 10.000 10.054 -20.562 8.112
0.690 10.000 10.018 -20.428 18.675
0.700 10.000 9.923 -20.319 3.149
0.710 10.000 9.938 -20.317 -2.790
0.720 10.000 10.135 -20.318 2.552
0.730 11.500 10.077 -20.228 15.508
0.740 13.000 10.344 -19.822 65.766
0.750 14.500 11.301 -18.546 189.494
0.760 16.000 11.918 -16.165 286.464
0.770 17.500 13.733 -12.512 444.471
0.780 19.000 17.618 -6.904 676.981
0.790 20.500 21.248 0.047 712.941
0.800 22.000 24.818 8.052 888.281
0.810 23.500 26.668 16.871 875.639
0.820 25.000 25.722 25.920 934.402
0.830 25.000 24.605 34.727 826.998
0.840 25.000 23.853 42.823 792.160
0.850 25.000 24.431 50.696 782.459
0.860 25.000 24.721 58.521 782.310
0.870 25.000 24.997 66.845 882.736
0.880 25.000 26.295 75.193 786.164
0.890 25.000 26.480 82.875 750.879
0.900 25.000 25.645 90.348 743.728
0.910 25.000 24.352 97.703 726.778
0.920 25.000 23.836 104.982 729.301
0.930 25.000 24.323 112.025 679.626
0.940 25.000 24.669 119.094 734.068
0.950 25.000 26.086 126.359 719.032
0.960 25.000 25.643 133.761 761.466
0.970 25.000 25.116 141.359 758.139
0.980 25.000 24.570 149.131 795.991
0.990 25.000 25.087 156.597 697.378
1.000 25.000 24.901 163.813 745.868
1.010 25.000 25.420 171.185 728.515
1.020 25.000 25.716 178.099 654.242
1.030 25.000 24.206 184.977 720.992
1.040 25.000 25.335 191.884 660.761
1.050 25.000 25.335 198.401 642.741
1.060 25.000 25.177 205.012 678.953
1.070 25.000 24.690 212.067 732.551
1.080 25.000 25.158 218.927 639.514
1.090 25.000 24.413 225.746 724.364
1.100 25.000 25.164 232.809 688.272
1.110 25.000 25.328 239.719 693.652
1.120 25.000 25.007 246.404 643.325
1.130 25.000 25.069 252.940 663.935
1.140 25.000 26.056 258.970 542.029
1.150 25.000 25.326 264.831 630.224
1.160 25.000 25.298 270.982 599.982
1.170 25.000 24.085 277.158 635.177
1.180 25.000 24.237 283.234 580.086
1.190 25.000 24.288 289.070 587.033
1.200 25.000 25.208 294.665 532.104
1.210 25.000 25.206 300.307 596.334
1.220 25.000 25.734 306.315 605.174
1.230 25.000 25.927 312.269 585.747
1.240 25.000 25.030 318.225 605.297
1.250 25.000 25.124 324.098 569.436
1.260 25.000 25.337 329.699 550.716
1.270 25.000 24.329 335.401 589.651
1.280 25.000 24.854 340.800 490.284
1.290 25.000 25.053 345.727 494.923
1.300 25.000 24.988 351.075 574.703
1.310 25.000 25.271 356.591 528.663
1.320 25.000 25.324 361.901 533.235
1.330 25.000 24.933 367.548 596.227
1.340 25.000 25.289 373.084 510.847
1.350 25.000 25.152 378.355 543.456
1.360 25.000 25.126 383.765 538.698
1.370 25.000 25.633 388.945 497.087
1.380 25.000 25.768 393.789 471.912
